               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.026993,            0.056187,           0.0054785,             0.89093,             0.84767,             0.88909,             0.69383,            0.025926,            0.071119,            0.011953,            0.004654,            0.004654,            0.004654
                 164,            0.026865,            0.056294,           0.0055612,             0.89079,             0.84481,             0.88896,             0.69474,             0.02594,            0.071215,            0.011979,            0.004621,            0.004621,            0.004621
                 165,            0.026927,            0.055757,           0.0055557,             0.89113,               0.846,             0.88869,              0.6953,            0.025942,            0.071218,            0.012035,            0.004588,            0.004588,            0.004588
                 166,            0.026892,              0.0563,           0.0055699,             0.89196,             0.84639,             0.88871,             0.69492,            0.025942,            0.071325,            0.012085,            0.004555,            0.004555,            0.004555
                 167,            0.026775,            0.056093,           0.0055032,             0.89319,             0.84674,             0.88843,             0.69516,            0.025938,            0.071322,            0.012115,            0.004522,            0.004522,            0.004522
                 168,            0.026693,            0.056375,           0.0055129,              0.8928,             0.84847,             0.88896,             0.69592,             0.02593,            0.071316,            0.012154,            0.004489,            0.004489,            0.004489
                 169,            0.026575,            0.055192,            0.005428,             0.89223,             0.84958,             0.88942,             0.69678,            0.025918,            0.071229,            0.012187,            0.004456,            0.004456,            0.004456
                 170,            0.026517,            0.054859,           0.0055712,              0.8915,             0.85062,             0.88978,              0.6973,            0.025916,            0.071258,            0.012202,            0.004423,            0.004423,            0.004423
                 171,            0.026574,            0.054686,           0.0055491,             0.89113,             0.85053,             0.88971,             0.69777,            0.025928,            0.071295,             0.01222,             0.00439,             0.00439,             0.00439
                 172,            0.026615,            0.054938,           0.0055061,              0.8906,             0.85093,              0.8897,               0.698,            0.025944,            0.071353,            0.012269,            0.004357,            0.004357,            0.004357
                 173,            0.026546,            0.055309,           0.0055467,              0.8908,              0.8501,             0.88942,              0.6983,            0.025951,            0.071318,            0.012307,            0.004324,            0.004324,            0.004324
                 174,            0.026535,            0.054524,           0.0055285,             0.89101,             0.84993,             0.88931,             0.69788,            0.025951,            0.071415,            0.012326,            0.004291,            0.004291,            0.004291
                 175,            0.026668,             0.05604,           0.0053078,             0.89192,             0.84959,              0.8892,             0.69757,            0.025935,             0.07146,            0.012333,            0.004258,            0.004258,            0.004258
                 176,            0.026381,            0.054113,           0.0052833,             0.89216,             0.84938,              0.8893,             0.69832,            0.025935,            0.071458,            0.012361,            0.004225,            0.004225,            0.004225
                 177,            0.026487,             0.05469,           0.0053971,             0.89253,             0.84907,             0.88942,             0.69831,             0.02593,            0.071495,            0.012374,            0.004192,            0.004192,            0.004192
                 178,            0.026329,            0.054217,           0.0053191,             0.89189,             0.85044,             0.88932,              0.6985,            0.025932,            0.071535,            0.012404,            0.004159,            0.004159,            0.004159
                 179,            0.026272,            0.054203,           0.0053994,              0.8907,             0.85058,             0.88956,              0.6984,             0.02592,            0.071537,            0.012413,            0.004126,            0.004126,            0.004126
                 180,            0.026264,            0.053881,            0.005317,             0.89262,             0.84815,             0.88907,             0.69829,            0.025922,            0.071636,            0.012439,            0.004093,            0.004093,            0.004093
                 181,            0.026396,            0.054857,           0.0051804,             0.89264,             0.84754,               0.889,             0.69833,            0.025925,            0.071723,            0.012461,             0.00406,             0.00406,             0.00406
                 182,            0.026144,            0.053788,           0.0052978,             0.89102,             0.84865,              0.8886,             0.69837,            0.025917,            0.071802,            0.012469,            0.004027,            0.004027,            0.004027
                 183,            0.025899,            0.053657,           0.0052005,              0.8911,             0.84664,             0.88865,             0.69875,            0.025918,            0.071898,            0.012482,            0.003994,            0.003994,            0.003994
                 184,            0.026067,            0.054336,           0.0052297,             0.89024,             0.84647,             0.88809,             0.69859,            0.025917,            0.071949,            0.012473,            0.003961,            0.003961,            0.003961
                 185,            0.026274,            0.055063,           0.0050972,             0.89034,             0.84711,             0.88824,             0.69883,            0.025921,            0.071997,            0.012487,            0.003928,            0.003928,            0.003928
                 186,            0.026178,            0.054042,           0.0052405,             0.89065,             0.84715,             0.88853,             0.69898,            0.025917,            0.072049,            0.012493,            0.003895,            0.003895,            0.003895
                 187,            0.026291,            0.054749,            0.005159,             0.89086,             0.84725,             0.88842,             0.69874,            0.025914,            0.072097,            0.012488,            0.003862,            0.003862,            0.003862
                 188,            0.026011,             0.05375,           0.0051768,             0.89142,             0.84776,             0.88835,             0.69902,            0.025912,            0.072112,            0.012483,            0.003829,            0.003829,            0.003829
                 189,            0.025988,            0.053417,            0.005131,             0.89081,             0.84787,             0.88851,             0.69909,            0.025909,            0.072127,            0.012495,            0.003796,            0.003796,            0.003796
                 190,            0.026025,            0.054227,           0.0051631,             0.89092,             0.84789,              0.8884,              0.6993,            0.025908,            0.072164,            0.012515,            0.003763,            0.003763,            0.003763
                 191,            0.026092,            0.054433,           0.0051106,             0.89029,             0.84732,             0.88843,             0.69915,            0.025907,            0.072238,            0.012551,             0.00373,             0.00373,             0.00373
                 192,             0.02586,            0.052847,            0.005177,             0.88994,             0.84856,             0.88831,             0.69909,            0.025908,            0.072293,             0.01258,            0.003697,            0.003697,            0.003697
                 193,            0.025901,            0.052963,           0.0050871,             0.89054,               0.848,             0.88839,              0.6997,            0.025907,            0.072299,            0.012608,            0.003664,            0.003664,            0.003664
                 194,             0.02587,            0.054071,           0.0050804,             0.89303,             0.84661,             0.88844,             0.70036,            0.025903,            0.072327,            0.012627,            0.003631,            0.003631,            0.003631
                 195,            0.025858,            0.053258,           0.0050304,             0.89181,             0.84656,             0.88861,             0.70004,            0.025902,            0.072392,            0.012631,            0.003598,            0.003598,            0.003598
                 196,            0.025833,            0.053518,           0.0050943,             0.89229,             0.84705,             0.88863,             0.70045,            0.025898,             0.07241,            0.012628,            0.003565,            0.003565,            0.003565
                 197,            0.025992,            0.054377,           0.0048797,             0.89254,             0.84657,             0.88848,             0.70011,            0.025899,            0.072452,            0.012635,            0.003532,            0.003532,            0.003532
                 198,            0.025886,            0.052922,           0.0049959,             0.89174,             0.84732,             0.88849,             0.70007,            0.025896,            0.072479,            0.012652,            0.003499,            0.003499,            0.003499
                 199,            0.025771,            0.052845,           0.0051087,             0.89231,             0.84774,             0.88873,             0.70014,            0.025896,            0.072484,            0.012665,            0.003466,            0.003466,            0.003466
                 200,            0.025878,            0.053626,           0.0051019,             0.89208,             0.84785,             0.88864,              0.7005,            0.025896,            0.072517,            0.012677,            0.003433,            0.003433,            0.003433
                 201,            0.025759,            0.053359,           0.0048835,             0.89222,             0.84834,             0.88873,             0.70069,              0.0259,             0.07259,             0.01269,              0.0034,              0.0034,              0.0034
                 202,            0.025676,            0.052259,           0.0049792,             0.89353,             0.84797,              0.8888,             0.70052,            0.025903,            0.072639,              0.0127,            0.003367,            0.003367,            0.003367
                 203,            0.025514,            0.052037,           0.0048735,             0.89445,             0.84724,             0.88894,             0.70059,              0.0259,            0.072666,            0.012722,            0.003334,            0.003334,            0.003334
                 204,             0.02558,            0.052159,           0.0048732,             0.89359,             0.84843,             0.88893,             0.70095,            0.025897,            0.072687,             0.01274,            0.003301,            0.003301,            0.003301
                 205,            0.025692,            0.053256,           0.0050602,             0.89477,              0.8474,             0.88891,             0.70134,            0.025898,            0.072727,            0.012754,            0.003268,            0.003268,            0.003268
                 206,            0.025453,            0.053194,            0.004877,              0.8952,             0.84823,               0.889,             0.70133,            0.025899,            0.072774,            0.012771,            0.003235,            0.003235,            0.003235
                 207,            0.025634,            0.053271,           0.0049759,              0.8939,             0.84835,              0.8891,             0.70171,            0.025895,            0.072811,            0.012789,            0.003202,            0.003202,            0.003202
                 208,             0.02566,            0.052556,           0.0049246,             0.89234,             0.85006,             0.88923,             0.70133,            0.025893,            0.072842,            0.012815,            0.003169,            0.003169,            0.003169
                 209,            0.025458,            0.052346,           0.0049583,             0.89361,             0.84924,             0.88915,             0.70127,            0.025893,            0.072872,            0.012824,            0.003136,            0.003136,            0.003136
                 210,              0.0253,            0.051702,           0.0048667,             0.89464,             0.84717,             0.88914,             0.70109,            0.025891,            0.072918,            0.012853,            0.003103,            0.003103,            0.003103
                 211,            0.025269,            0.052314,           0.0048769,             0.89242,              0.8486,             0.88924,             0.70138,             0.02589,            0.072953,            0.012878,             0.00307,             0.00307,             0.00307
                 212,            0.025419,            0.052213,           0.0048485,             0.89412,             0.84779,             0.88942,             0.70135,            0.025893,            0.072989,            0.012896,            0.003037,            0.003037,            0.003037
                 213,            0.025181,            0.051552,           0.0047785,             0.89275,             0.84837,             0.88927,             0.70143,            0.025899,            0.073001,            0.012914,            0.003004,            0.003004,            0.003004
                 214,             0.02541,            0.052869,           0.0047124,              0.8934,             0.84837,             0.88925,             0.70144,            0.025897,            0.073021,            0.012935,            0.002971,            0.002971,            0.002971
                 215,            0.025192,            0.051469,           0.0047781,             0.89496,             0.84835,              0.8893,             0.70169,            0.025895,            0.073045,            0.012953,            0.002938,            0.002938,            0.002938
                 216,            0.025083,             0.05182,           0.0047107,             0.89424,             0.84874,             0.88913,             0.70197,            0.025894,            0.073078,            0.012976,            0.002905,            0.002905,            0.002905
                 217,            0.025352,            0.051847,            0.004833,             0.89361,             0.84912,             0.88919,             0.70174,            0.025892,            0.073095,            0.012988,            0.002872,            0.002872,            0.002872
                 218,            0.025375,            0.051739,           0.0047494,             0.89382,             0.84913,               0.889,             0.70191,            0.025892,            0.073127,            0.013007,            0.002839,            0.002839,            0.002839
                 219,            0.025176,             0.05147,           0.0047606,             0.89452,             0.84904,             0.88881,             0.70219,            0.025891,             0.07314,            0.013024,            0.002806,            0.002806,            0.002806
                 220,             0.02512,            0.051664,           0.0046989,             0.89512,             0.84911,             0.88862,             0.70195,            0.025889,            0.073171,            0.013044,            0.002773,            0.002773,            0.002773
                 221,            0.025301,            0.051485,           0.0046789,             0.89498,             0.84911,             0.88868,             0.70202,            0.025884,            0.073207,            0.013066,             0.00274,             0.00274,             0.00274
                 222,            0.025072,            0.050857,           0.0047414,             0.89649,             0.84804,             0.88855,             0.70173,            0.025885,            0.073246,            0.013081,            0.002707,            0.002707,            0.002707
                 223,            0.024914,            0.051448,           0.0046255,             0.89648,             0.84769,              0.8885,             0.70172,            0.025882,            0.073275,            0.013088,            0.002674,            0.002674,            0.002674
                 224,             0.02508,             0.05101,           0.0045331,             0.89601,             0.84788,             0.88852,             0.70198,            0.025882,            0.073289,            0.013097,            0.002641,            0.002641,            0.002641
                 225,            0.025076,            0.052169,           0.0046685,             0.89598,             0.84841,             0.88845,              0.7023,             0.02588,            0.073297,            0.013102,            0.002608,            0.002608,            0.002608
                 226,             0.02478,            0.050235,           0.0046931,             0.89648,             0.84728,             0.88847,              0.7022,            0.025879,            0.073325,            0.013112,            0.002575,            0.002575,            0.002575
                 227,            0.025091,            0.050652,           0.0046661,             0.89678,             0.84737,             0.88826,              0.7017,            0.025878,            0.073349,            0.013127,            0.002542,            0.002542,            0.002542
                 228,            0.024781,             0.05011,           0.0045847,             0.89683,             0.84793,             0.88827,             0.70201,            0.025881,            0.073392,            0.013132,            0.002509,            0.002509,            0.002509
                 229,            0.024721,            0.050234,           0.0045901,             0.89597,             0.84804,             0.88805,             0.70204,            0.025881,            0.073424,            0.013139,            0.002476,            0.002476,            0.002476
                 230,            0.024836,            0.050708,           0.0044955,             0.89583,             0.84834,               0.888,             0.70224,            0.025884,            0.073459,            0.013145,            0.002443,            0.002443,            0.002443
                 231,            0.024884,            0.050461,           0.0046252,             0.89645,             0.84812,             0.88791,             0.70205,            0.025888,            0.073511,            0.013154,             0.00241,             0.00241,             0.00241
                 232,            0.024647,            0.050666,           0.0045051,              0.8963,             0.84869,             0.88792,              0.7021,            0.025891,            0.073544,            0.013157,            0.002377,            0.002377,            0.002377
                 233,            0.024646,            0.050082,           0.0044679,             0.89629,             0.84901,             0.88801,             0.70236,            0.025891,             0.07359,            0.013164,            0.002344,            0.002344,            0.002344
                 234,            0.024658,            0.050053,           0.0045134,             0.89568,              0.8492,             0.88801,             0.70248,            0.025894,             0.07363,            0.013166,            0.002311,            0.002311,            0.002311
                 235,            0.024485,            0.050202,           0.0044763,             0.89564,             0.84952,               0.888,             0.70221,            0.025895,            0.073676,            0.013173,            0.002278,            0.002278,            0.002278
                 236,            0.024489,            0.049679,           0.0044074,             0.89598,             0.84889,             0.88792,             0.70254,            0.025896,             0.07372,            0.013186,            0.002245,            0.002245,            0.002245
                 237,            0.024486,            0.050194,           0.0044228,             0.89641,             0.84824,             0.88788,              0.7026,              0.0259,            0.073753,            0.013194,            0.002212,            0.002212,            0.002212
                 238,            0.024694,            0.049629,           0.0043716,             0.89645,              0.8483,             0.88801,             0.70248,            0.025903,            0.073771,            0.013206,            0.002179,            0.002179,            0.002179
                 239,            0.024773,            0.050707,           0.0044346,             0.89647,             0.84848,             0.88798,             0.70273,            0.025904,            0.073802,            0.013217,            0.002146,            0.002146,            0.002146
                 240,            0.024452,            0.050088,           0.0043364,             0.89609,             0.84913,             0.88804,             0.70307,            0.025904,            0.073829,             0.01323,            0.002113,            0.002113,            0.002113
                 241,            0.024413,            0.049566,           0.0043645,             0.89645,              0.8488,              0.8881,             0.70295,            0.025905,             0.07387,             0.01324,             0.00208,             0.00208,             0.00208
                 242,            0.024099,            0.049324,            0.004309,             0.89695,             0.84821,             0.88811,             0.70292,            0.025908,            0.073914,            0.013252,            0.002047,            0.002047,            0.002047
                 243,            0.024489,             0.05008,           0.0042995,              0.8969,             0.84764,             0.88818,             0.70272,            0.025909,            0.073947,            0.013265,            0.002014,            0.002014,            0.002014
                 244,            0.024266,            0.049454,           0.0043167,             0.89721,             0.84717,             0.88798,             0.70274,             0.02591,            0.073995,            0.013273,            0.001981,            0.001981,            0.001981
                 245,            0.024303,             0.04921,           0.0042923,             0.89715,             0.84742,             0.88795,             0.70291,             0.02591,            0.074013,            0.013283,            0.001948,            0.001948,            0.001948
                 246,            0.024205,            0.049323,           0.0042473,             0.89788,             0.84676,             0.88804,             0.70318,            0.025909,            0.074035,            0.013293,            0.001915,            0.001915,            0.001915
                 247,            0.024302,            0.049296,           0.0043134,             0.89768,             0.84711,               0.888,             0.70306,             0.02591,            0.074061,            0.013302,            0.001882,            0.001882,            0.001882
                 248,            0.024162,            0.048808,           0.0043094,               0.897,             0.84756,             0.88818,             0.70293,             0.02591,            0.074078,            0.013312,            0.001849,            0.001849,            0.001849
                 249,            0.024332,            0.049037,            0.004306,             0.89637,              0.8477,             0.88826,             0.70324,            0.025911,            0.074117,             0.01332,            0.001816,            0.001816,            0.001816
                 250,            0.024183,            0.048652,           0.0043212,              0.8957,             0.84835,             0.88825,             0.70327,            0.025912,            0.074135,            0.013327,            0.001783,            0.001783,            0.001783
                 251,            0.024151,            0.048927,           0.0042021,             0.89596,             0.84806,             0.88832,             0.70376,            0.025914,            0.074175,            0.013336,             0.00175,             0.00175,             0.00175
                 252,            0.024156,            0.049066,           0.0042109,             0.89615,              0.8482,             0.88828,             0.70333,            0.025914,            0.074197,            0.013343,            0.001717,            0.001717,            0.001717
                 253,            0.023921,            0.048001,           0.0041516,              0.8959,             0.84844,              0.8883,             0.70351,            0.025915,            0.074233,            0.013352,            0.001684,            0.001684,            0.001684
                 254,            0.023981,            0.048416,           0.0041481,              0.8958,             0.84883,             0.88827,             0.70343,            0.025916,             0.07427,             0.01336,            0.001651,            0.001651,            0.001651
                 255,            0.024058,            0.048979,           0.0042299,             0.89559,             0.84855,             0.88819,             0.70366,            0.025917,            0.074297,            0.013364,            0.001618,            0.001618,            0.001618
                 256,            0.023946,            0.048145,           0.0041439,             0.89478,              0.8499,              0.8881,             0.70396,            0.025918,            0.074326,            0.013373,            0.001585,            0.001585,            0.001585
                 257,            0.023955,            0.048402,           0.0041396,             0.89501,             0.84976,             0.88816,             0.70413,            0.025919,            0.074355,             0.01338,            0.001552,            0.001552,            0.001552
                 258,            0.023832,            0.047688,           0.0040482,             0.89631,             0.84882,             0.88817,             0.70435,             0.02592,             0.07439,            0.013388,            0.001519,            0.001519,            0.001519
                 259,            0.023938,            0.047924,           0.0041508,             0.89648,             0.84861,             0.88816,             0.70428,            0.025921,            0.074433,            0.013393,            0.001486,            0.001486,            0.001486
                 260,            0.023788,            0.048097,           0.0041832,             0.89659,             0.84845,             0.88817,             0.70467,             0.02592,            0.074456,            0.013399,            0.001453,            0.001453,            0.001453
                 261,            0.024039,            0.048489,           0.0041433,             0.89685,             0.84831,             0.88811,              0.7046,            0.025922,            0.074489,            0.013412,             0.00142,             0.00142,             0.00142
                 262,            0.023849,            0.047784,           0.0040964,             0.89712,             0.84856,             0.88803,             0.70427,            0.025924,            0.074522,            0.013422,            0.001387,            0.001387,            0.001387
                 263,            0.023808,            0.047896,           0.0040771,             0.89697,             0.84879,             0.88793,             0.70446,            0.025927,            0.074565,            0.013437,            0.001354,            0.001354,            0.001354
                 264,              0.0237,            0.047974,           0.0040471,             0.89656,             0.84848,             0.88783,             0.70415,             0.02593,            0.074607,            0.013449,            0.001321,            0.001321,            0.001321
                 265,            0.023591,            0.047203,           0.0040398,             0.89618,             0.84833,             0.88774,             0.70382,            0.025934,            0.074656,             0.01346,            0.001288,            0.001288,            0.001288
                 266,             0.02384,            0.048035,           0.0041031,             0.89571,             0.84869,             0.88774,             0.70402,            0.025937,            0.074703,            0.013473,            0.001255,            0.001255,            0.001255
                 267,            0.023767,             0.04713,             0.00407,             0.89609,             0.84892,             0.88768,             0.70395,            0.025938,            0.074756,            0.013485,            0.001222,            0.001222,            0.001222
                 268,            0.023775,            0.047609,           0.0040071,             0.89537,             0.85009,              0.8876,             0.70347,            0.025941,            0.074798,            0.013496,            0.001189,            0.001189,            0.001189
                 269,            0.023501,            0.047388,           0.0039262,             0.89541,             0.85042,             0.88752,             0.70372,            0.025941,            0.074825,            0.013511,            0.001156,            0.001156,            0.001156
                 270,            0.023416,            0.046543,           0.0038969,             0.89547,             0.85052,             0.88749,             0.70407,            0.025943,            0.074868,            0.013521,            0.001123,            0.001123,            0.001123
                 271,            0.023524,            0.046918,           0.0040132,             0.89544,             0.85063,             0.88755,             0.70401,            0.025944,            0.074905,            0.013533,             0.00109,             0.00109,             0.00109
                 272,            0.023532,            0.046719,           0.0039465,             0.89577,             0.85066,             0.88759,             0.70425,            0.025948,            0.074944,            0.013544,            0.001057,            0.001057,            0.001057
                 273,            0.023825,            0.047635,           0.0039262,             0.89565,             0.85054,             0.88756,              0.7043,            0.025949,            0.074982,            0.013557,            0.001024,            0.001024,            0.001024
                 274,            0.023805,            0.047949,           0.0040192,             0.89593,             0.85007,              0.8875,             0.70427,            0.025951,            0.075016,            0.013568,            0.000991,            0.000991,            0.000991
                 275,             0.02369,            0.046725,           0.0039512,             0.89564,             0.84996,             0.88751,             0.70438,            0.025954,            0.075056,            0.013577,            0.000958,            0.000958,            0.000958
                 276,            0.023611,            0.046745,            0.003989,             0.89569,             0.84966,             0.88749,             0.70434,            0.025956,            0.075107,            0.013592,            0.000925,            0.000925,            0.000925
                 277,            0.023553,            0.047469,           0.0038678,             0.89576,             0.84966,             0.88756,             0.70402,            0.025958,            0.075147,            0.013604,            0.000892,            0.000892,            0.000892
                 278,            0.023343,            0.046395,           0.0038186,             0.89578,             0.84959,              0.8875,             0.70396,            0.025961,            0.075198,             0.01362,            0.000859,            0.000859,            0.000859
                 279,            0.023295,            0.046496,           0.0038511,             0.89612,             0.84995,             0.88757,             0.70386,            0.025964,            0.075242,            0.013632,            0.000826,            0.000826,            0.000826
                 280,            0.023287,            0.046714,           0.0038734,             0.89612,             0.85023,             0.88749,             0.70393,            0.025966,             0.07528,            0.013644,            0.000793,            0.000793,            0.000793
                 281,            0.023245,            0.046798,           0.0037668,             0.89605,             0.85011,             0.88741,               0.704,            0.025968,            0.075329,            0.013659,             0.00076,             0.00076,             0.00076
                 282,            0.023461,            0.046131,           0.0039377,             0.89658,             0.84976,             0.88739,             0.70399,            0.025973,            0.075393,            0.013671,            0.000727,            0.000727,            0.000727
                 283,            0.023249,            0.046428,           0.0038152,             0.89661,             0.84975,             0.88732,             0.70366,            0.025974,            0.075429,             0.01368,            0.000694,            0.000694,            0.000694
                 284,            0.023295,            0.046269,           0.0038461,             0.89631,             0.84995,             0.88723,              0.7036,            0.025977,            0.075466,            0.013693,            0.000661,            0.000661,            0.000661
                 285,             0.02321,            0.046373,           0.0038347,              0.8964,             0.84976,             0.88711,             0.70354,            0.025979,            0.075509,            0.013704,            0.000628,            0.000628,            0.000628
                 286,            0.022997,            0.045519,           0.0037733,             0.89706,             0.84985,              0.8871,             0.70381,            0.025982,            0.075544,            0.013718,            0.000595,            0.000595,            0.000595
                 287,             0.02314,            0.045857,           0.0037747,             0.89699,              0.8499,             0.88704,             0.70361,            0.025984,            0.075577,            0.013729,            0.000562,            0.000562,            0.000562
                 288,             0.02308,            0.046756,           0.0037506,              0.8981,             0.84828,             0.88696,             0.70369,            0.025987,            0.075624,            0.013746,            0.000529,            0.000529,            0.000529
                 289,            0.023084,            0.045985,           0.0037813,             0.89803,             0.84829,              0.8869,             0.70364,            0.025989,            0.075669,             0.01376,            0.000496,            0.000496,            0.000496
                 290,             0.02312,            0.046334,           0.0037471,             0.89812,             0.84832,             0.88678,              0.7038,            0.025991,            0.075705,            0.013777,            0.000463,            0.000463,            0.000463
                 291,            0.023155,            0.046342,           0.0037269,             0.89795,             0.84858,             0.88675,             0.70363,            0.025992,            0.075738,            0.013793,             0.00043,             0.00043,             0.00043
                 292,            0.022953,            0.045818,           0.0037209,             0.89798,             0.84796,             0.88665,             0.70358,            0.025995,             0.07578,            0.013808,            0.000397,            0.000397,            0.000397
                 293,            0.022976,            0.045928,           0.0036871,             0.89802,             0.84799,             0.88661,             0.70344,            0.025998,            0.075833,            0.013823,            0.000364,            0.000364,            0.000364
                 294,            0.023032,            0.045603,           0.0036453,             0.89797,             0.84777,             0.88651,             0.70336,               0.026,            0.075871,            0.013838,            0.000331,            0.000331,            0.000331
                 295,            0.023011,            0.045055,           0.0037293,             0.89773,              0.8478,             0.88647,             0.70344,            0.026003,            0.075909,            0.013854,            0.000298,            0.000298,            0.000298
                 296,            0.022919,            0.045784,           0.0036291,             0.89735,             0.84835,             0.88638,             0.70338,            0.026006,            0.075953,            0.013871,            0.000265,            0.000265,            0.000265
                 297,            0.022891,            0.045099,           0.0036587,             0.89787,             0.84803,             0.88622,             0.70307,            0.026009,            0.076003,            0.013885,            0.000232,            0.000232,            0.000232
                 298,            0.022743,            0.045315,            0.003619,             0.89606,             0.84943,             0.88627,             0.70303,            0.026012,            0.076042,            0.013904,            0.000199,            0.000199,            0.000199
                 299,            0.022907,            0.045408,            0.003653,             0.89629,             0.84927,             0.88633,             0.70298,            0.026015,            0.076081,            0.013921,            0.000166,            0.000166,            0.000166
